Department,gender,HSC,SSC,Income,Hometown,Computer,test preparation course,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall,race/ethnicity,parental level of education,lunch,math score,reading score,writing score
Computer Science and Engineering,Male,3.92,5.0,"High (Above 50,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.92,2.92,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.33,4.89,"Low (Below 15,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.94,2.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,4.73,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,2.94,2.94,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,0-1 Hour,60%-79%,No,4.0,Yes,4th,2.45,3.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.08,4.68,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.68,"High (Above 50,000) ",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.0,3.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.33,"Low (Below 15,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,1.0,No,7th,2.69,3.1,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.56,"Low (Below 15,000)",Village,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,5.0,Yes,10th,3.01,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,5th,3.0,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,5.0,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,3rd,3.0,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.89,"Low (Below 15,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,Yes,4.0,Yes,10th,3.3,3.39,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,Yes,2nd,3.48,3.48,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.8,"High (Above 50,000)",City,5.0,0-1 Hour,More than 3 Hours,40%-59%,No,5.0,Yes,11th,3.02,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.53,4.75,"Lower middle (15,000-30,000)",Village,1.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,Yes,10th,3.0,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.88,"Low (Below 15,000)",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,10th,3.76,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,9th,3.7,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,8th,4.0,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,1.0,0-1 Hour,2-3 Hours,80%-100%,No,5.0,Yes,8th,3.78,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"Low (Below 15,000) ",Village,4.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,6th,3.75,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.67,"Upper middle (30,000-50,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,5th,3.83,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,5th,3.75,3.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.57,5.0,"Lower middle (15,000-30,000)",Village,5.0,0-1 Hour,0-1 Hour,80%-100%,No,5.0,No,11th,3.92,3.54,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,1.0,0-1 Hour,More than 3 Hours,80%-100%,No,1.0,No,4th,3.64,3.6,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,11th,3.88,3.64,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"High (Above 50,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,5th,4.0,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.95,"Low (Below 15,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.7,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.67,4.5,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.7,3.7,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000)",Village,4.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,No,10th,4.0,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,9th,4.0,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,5.0,"Upper middle (30,000-50,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,9th,4.0,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,4.39,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,5th,4.0,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.36,"High (Above 50,000) ",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,3rd,4.0,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,3.0,0-1 Hour,2-3 Hours,80%-100%,No,3.0,No,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.72,"High (Above 50,000)",City,3.0,0-1 Hour,2-3 Hours,80%-100%,No,5.0,Yes,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000) ",City,5.0,0-1 Hour,2-3 Hours,80%-100%,Yes,2.0,No,2nd,3.75,3.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,5.0,"Lower middle (15,000-30,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,Yes,3.0,Yes,10th,3.75,3.8,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,4.0,No,4th,3.9,3.8,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,4.69,"Upper middle (30,000-50,000)",Village,5.0,0-1 Hour,2-3 Hours,80%-100%,No,4.0,No,10th,3.9,3.8,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.61,"High (Above 50,000)",City,5.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,6th,3.93,3.8,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.68,"High (Above 50,000)",Village,3.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,2nd,3.84,3.84,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,No,11th,4.0,3.98,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5.0,0-1 Hour,More than 3 Hours,60%-79%,No,4.0,Yes,4th,4.0,4.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,4.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,No,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,No,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",City,5.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
Economics,Male,4.17,5.0,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,Yes,11th,3.14,3.7,Missing,Missing,Missing,0,0,0
Economics,Male,4.75,4.83,"Low (Below 15,000)",Village,2.0,0-1 Hour,More than 3 Hours,60%-79%,No,2.0,Yes,4th,3.66,3.74,Missing,Missing,Missing,0,0,0
Economics,Male,5.0,4.83,"Lower middle (15,000-30,000)",Village,2.0,0-1 Hour,0-1 Hour,80%-100%,No,3.0,Yes,2nd,4.0,4.0,Missing,Missing,Missing,0,0,0
English,Male,3.58,4.88,"Lower middle (15,000-30,000)",Village,3.0,0-1 Hour,2-3 Hours,60%-79%,No,4.0,Yes,11th,3.35,3.45,Missing,Missing,Missing,0,0,0
English,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,2.0,0-1 Hour,0-1 Hour,80%-100%,No,4.0,Yes,4th,3.93,3.8,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,3.27,4.82,"Upper middle (30,000-50,000)",City,2.0,0-1 Hour,2-3 Hours,40%-59%,No,3.0,Yes,2nd,2.25,2.25,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,4.53,3.91,"Low (Below 15,000)",Village,5.0,0-1 Hour,0-1 Hour,80%-100%,No,2.0,Yes,3rd,3.83,3.5,Missing,Missing,Missing,0,0,0
"Journalism, Communication and Media Studies",Male,3.17,3.17,"Lower middle (15,000-30,000)",City,3.0,0-1 Hour,More than 3 Hours,80%-100%,No,3.0,Yes,3rd,3.83,3.8,Missing,Missing,Missing,0,0,0
Political Science,Male,5.0,4.94,"High (Above 50,000)",City,5.0,0-1 Hour,2-3 Hours,Below 40%,No,4.0,Yes,2nd,3.31,3.31,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.81,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,Yes,11th,2.95,1.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,No,2nd,2.06,1.97,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.78,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,Yes,8th,2.16,2.0,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.82,5.0,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.5,2.1,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"High (Above 50,000)",Village,2.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,2.31,2.28,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.38,"High (Above 50,000) ",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,Yes,7th,2.25,2.3,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,No,3rd,2.25,2.45,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.63,4.91,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,3rd,2.58,2.47,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,2.25,4.28,"Low (Below 15,000)",City,5.0,2-3 Hours,0-1 Hour,80%-100%,Yes,5.0,Yes,11th,3.0,2.5,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,10th,2.83,2.53,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,2-3 Hours,80%-100%,Yes,3.0,Yes,4th,2.35,2.75,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,Yes,8th,2.48,2.98,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,4.73,"High (Above 50,000) ",Village,3.0,2-3 Hours,More than 3 Hours,40%-59%,No,5.0,Yes,2nd,3.06,3.06,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,5.0,"High (Above 50,000)",City,5.0,2-3 Hours,More than 3 Hours,40%-59%,No,3.0,Yes,2nd,3.06,3.06,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,4th,2.94,3.07,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.92,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,11th,3.0,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,10th,3.29,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.6,4.94,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,10th,3.25,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,4.75,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,9th,3.25,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.44,5.0,"Upper middle (30,000-50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,Yes,2.0,No,8th,3.25,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,8th,3.3,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,5.0,"High (Above 50,000)",City,1.0,2-3 Hours,2-3 Hours,60%-79%,Yes,2.0,No,8th,3.26,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.0,"Low (Below 15,000) ",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,Yes,2.0,No,6th,3.3,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,3rd,3.25,3.08,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"Low (Below 15,000)",Village,1.0,2-3 Hours,2-3 Hours,80%-100%,No,3.0,Yes,10th,2.73,3.09,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.83,5.0,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,No,7th,2.83,3.1,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.63,"Low (Below 15,000)",Village,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,2nd,3.13,3.13,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,4.68,"High (Above 50,000)",City,5.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,2nd,3.13,3.13,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.08,4.06,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,2nd,3.13,3.13,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Low (Below 15,000)",Village,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,9th,3.34,3.15,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.44,5.0,"Low (Below 15,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,9th,3.3,3.15,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.42,4.17,"High (Above 50,000) ",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,7th,3.33,3.15,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,5.0,"Upper middle (30,000-50,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,2nd,3.16,3.16,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.19,4.36,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.19,3.19,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.73,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,4.0,No,2nd,3.19,3.19,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.38,5.0,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.19,3.19,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"Upper middle (30,000-50,000)",Village,5.0,2-3 Hours,More than 3 Hours,60%-79%,Yes,4.0,No,2nd,3.19,3.19,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.8,4.56,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,Yes,2nd,3.21,3.21,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.2,5.0,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,More than 3 Hours,80%-100%,Yes,4.0,Yes,11th,3.02,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,5.0,"Low (Below 15,000)",City,5.0,2-3 Hours,More than 3 Hours,80%-100%,No,3.0,Yes,10th,3.09,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.88,"Low (Below 15,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,10th,3.1,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.88,"Upper middle (30,000-50,000)",City,5.0,2-3 Hours,More than 3 Hours,40%-59%,Yes,4.0,No,8th,3.08,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.93,5.0,"Lower middle (15,000-30,000)",City,2.0,2-3 Hours,More than 3 Hours,40%-59%,No,5.0,Yes,8th,3.04,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,More than 3 Hours,40%-59%,No,4.0,No,8th,3.04,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,4.81,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,8th,3.22,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Lower middle (15,000-30,000)",Village,4.0,2-3 Hours,More than 3 Hours,80%-100%,No,4.0,No,8th,3.11,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.1,5.0,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,80%-100%,No,5.0,Yes,8th,3.1,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.28,"High (Above 50,000)",City,5.0,2-3 Hours,More than 3 Hours,40%-59%,No,3.0,Yes,5th,3.05,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.81,"Low (Below 15,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.07,4.85,"Low (Below 15,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,5.0,"Low (Below 15,000)",Village,2.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,5.0,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.58,4.83,"High (Above 50,000)",Village,2.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.92,5.0,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000) ",Village,5.0,2-3 Hours,2-3 Hours,60%-79%,No,2.0,Yes,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.86,"Lower middle (15,000-30,000)",City,2.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.86,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.25,3.25,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,5.0,"Upper middle (30,000-50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,10th,3.47,3.27,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.3,5.0,"Upper middle (30,000-50,000)",City,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,10th,3.44,3.27,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000) ",City,3.0,2-3 Hours,2-3 Hours,60%-79%,Yes,2.0,No,9th,3.43,3.27,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.61,"High (Above 50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,8th,3.48,3.27,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.67,4.78,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.3,3.3,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.83,5.0,"Upper middle (30,000-50,000)",Village,5.0,2-3 Hours,2-3 Hours,60%-79%,No,2.0,Yes,2nd,3.3,3.3,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.31,3.31,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.08,4.17,"High (Above 50,000) ",Village,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.32,3.32,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.01,4.33,"Lower middle (15,000-30,000)",Village,3.0,2-3 Hours,2-3 Hours,80%-100%,Yes,2.0,Yes,4th,2.71,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.5,4.75,"Lower middle (15,000-30,000)",Village,1.0,2-3 Hours,More than 3 Hours,60%-79%,No,3.0,No,8th,2.86,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.33,5.0,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,8th,3.4,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.5,4.61,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,6th,3.38,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.0,4.89,"High (Above 50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,5th,3.4,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.25,4.94,"Lower middle (15,000-30,000)",City,4.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,5th,3.42,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.89,"Upper middle (30,000-50,000)",City,3.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,3rd,3.42,3.33,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.17,4.95,"High (Above 50,000)",Village,2.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.35,3.35,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,3.75,4.95,"Upper middle (30,000-50,000)",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.38,3.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.42,4.89,"High (Above 50,000) ",Village,3.0,2-3 Hours,2-3 Hours,60%-79%,No,3.0,No,2nd,3.38,3.38,Missing,Missing,Missing,0,0,0
Computer Science and Engineering,Male,4.75,4.09,"Lower middle (15,000-30,000)",City,5.0,2-3 Hours,2-3 Hours,60%-79%,No,4.0,No,2nd,3.38,3.38,Missing,Missing,Missing,0,0,0
